Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Rural population (% of total population),SP.RUR.TOTL.ZS,Serbia,SRB,49.607,47.231,45.228,45.007,44.785,44.644,44.531,44.417,44.304,44.19,44.058,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Seychelles,SYC,50.73,49.567,47.031,46.664,46.28,45.88,45.463,45.031,44.6,44.169,43.739,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sierra Leone,SLE,66.748,64.374,61.534,61.144,60.752,60.358,59.964,59.568,59.171,58.772,58.364,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Slovak Republic,SVK,43.509,43.767,45.04,45.315,45.58,45.72,45.86,46,46.111,46.194,46.249,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Slovenia,SVN,49.61,49.246,47.567,47.342,47.117,46.892,46.668,46.443,46.219,45.98,45.727,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Solomon Islands,SLB,86.323,84.187,80.411,79.952,79.492,79.03,78.567,78.104,77.64,77.177,76.714,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Somalia,SOM,70.342,66.753,62.355,60.69,59,58.442,57.883,57.321,56.755,56.184,55.609,..
Rural population (% of total population),SP.RUR.TOTL.ZS,South Africa,ZAF,47.963,43.109,38.313,37.782,37.254,36.728,36.207,35.688,35.172,34.659,34.15,..
Rural population (% of total population),SP.RUR.TOTL.ZS,South Sudan,SSD,86.724,83.496,82.299,82.14,81.968,81.783,81.585,81.374,81.148,80.908,80.654,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Spain,ESP,24.649,23.738,21.79,21.558,21.327,21.098,20.867,20.634,20.398,20.16,19.92,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sri Lanka,LKA,81.465,81.62,81.758,81.774,81.789,81.804,81.802,81.782,81.744,81.689,81.616,..
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Kitts and Nevis,KNA,65.391,67.222,68.537,68.678,68.818,68.938,69.036,69.115,69.173,69.21,69.227,..
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Lucia,LCA,70.651,72.226,80.787,81.55,81.55,81.55,81.539,81.518,81.485,81.442,81.388,..
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Rural population (% of total population),SP.RUR.TOTL.ZS,St. Vincent and the Grenadines,VCT,58.591,54.814,51.431,51.039,50.644,50.246,49.846,49.442,49.036,48.627,48.216,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sudan,SDN,71.39,67.505,67.007,66.911,66.793,66.654,66.493,66.311,66.106,65.879,65.63,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Suriname,SUR,34.294,33.556,33.588,33.656,33.724,33.792,33.86,33.911,33.944,33.96,33.959,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sweden,SWE,16.9,15.974,15.098,14.944,14.703,14.38,14.064,13.753,13.447,13.148,12.854,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Switzerland,CHE,26.074,26.617,26.419,26.393,26.369,26.347,26.326,26.304,26.282,26.261,26.239,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Syrian Arab Republic,SYR,51.069,48.053,44.763,44.4,45.42,46.445,47.471,48.5,47.832,47.165,46.5,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Tajikistan,TJK,68.342,73.499,73.482,73.48,73.479,73.455,73.411,73.345,73.258,73.149,73.018,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Tanzania,TZA,81.116,77.691,72.561,71.886,71.202,70.507,69.804,69.096,68.383,67.667,66.947,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Thailand,THA,70.576,68.614,57.457,56.144,55.302,54.555,53.807,53.057,52.306,51.552,50.8,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Timor-Leste,TLS,79.158,75.737,72.611,72.268,71.921,71.572,71.221,70.867,70.51,70.15,69.788,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Togo,TGO,71.411,67.093,62.942,62.467,61.968,61.454,60.939,60.421,59.9,59.372,58.838,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Tonga,TON,77.296,76.988,76.665,76.611,76.557,76.565,76.618,76.672,76.725,76.778,76.831,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Trinidad and Tobago,TTO,45.876,44.095,45.787,45.975,46.164,46.329,46.47,46.587,46.681,46.75,46.795,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Tunisia,TUN,42.054,36.568,33.624,33.343,33.062,32.782,32.505,32.228,31.944,31.654,31.358,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Turkey,TUR,40.797,35.259,29.759,29.175,28.598,28.026,27.469,26.923,26.389,25.866,25.356,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Turkmenistan,TKM,54.925,54.087,51.828,51.509,51.175,50.825,50.459,50.079,49.683,49.272,48.847,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Turks and Caicos Islands,TCA,25.657,15.45,10.23,9.77200000000001,9.33199999999999,8.91,8.517,8.149,7.80500000000001,7.483,7.18300000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Tuvalu,TUV,59.339,53.982,46.218,45.204,44.193,43.185,42.186,41.214,40.27,39.355,38.47,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Uganda,UGA,88.924,85.214,81.122,80.617,80.102,79.576,79.042,78.496,77.94,77.376,76.804,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Ukraine,UKR,33.243,32.855,31.498,31.404,31.311,31.218,31.125,31.032,30.939,30.846,30.754,..
Rural population (% of total population),SP.RUR.TOTL.ZS,United Arab Emirates,ARE,20.949,19.764,16.258,15.913,15.577,15.251,14.934,14.625,14.326,14.035,13.752,..
Rural population (% of total population),SP.RUR.TOTL.ZS,United Kingdom,GBR,21.86,21.349,18.969,18.698,18.43,18.163,17.898,17.635,17.374,17.114,16.857,..
Rural population (% of total population),SP.RUR.TOTL.ZS,United States,USA,24.7,20.943,19.394,19.228,19.056,18.881,18.701,18.517,18.329,18.138,17.942,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Uruguay,URY,11.027,7.97199999999999,5.791,5.586,5.38800000000001,5.261,5.157,5.05500000000001,4.955,4.85599999999999,4.76000000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Uzbekistan,UZB,58.635,53.874,49.528,49.044,48.85,48.95,49.05,49.15,49.25,49.35,49.45,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Vanuatu,VUT,81.285,78.327,75.714,75.538,75.439,75.339,75.239,75.139,75.039,74.938,74.837,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Venezuela, RB",VEN,15.716,12.441,11.943,11.917,11.892,11.877,11.867,11.856,11.846,11.835,11.817,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Vietnam,VNM,79.743,75.626,70.238,69.583,68.92,68.248,67.571,66.885,66.191,65.49,64.787,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Virgin Islands (U.S.),VIR,12.315,7.414,5.581,5.40600000000001,5.239,5.081,4.93000000000001,4.78700000000001,4.65000000000001,4.52,4.39700000000001,..
Rural population (% of total population),SP.RUR.TOTL.ZS,West Bank and Gaza,PSE,32.291,28.031,26.077,25.851,25.619,25.381,25.137,24.887,24.632,24.372,24.106,..
Rural population (% of total population),SP.RUR.TOTL.ZS,"Yemen, Rep.",YEM,79.069,73.733,68.806,68.224,67.636,67.042,66.441,65.835,65.223,64.606,63.984,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Zambia,ZMB,60.593,65.198,61.139,60.645,60.149,59.646,59.135,58.618,58.093,57.562,57.024,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Zimbabwe,ZWE,71.012,66.242,66.622,66.804,66.985,67.166,67.346,67.496,67.615,67.704,67.763,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Arab World,ARB,49.7000737830338,47.158454707791,44.1144696999407,43.6818917677956,43.3303589358853,43.0264365813287,42.7288620314849,42.4423946952437,42.1041290762636,41.787362823848,41.4844739565396,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Caribbean small states,CSS,51.2033910572813,49.7880033161881,49.5529705259748,49.543714222714,49.5182680125343,49.4554516687496,49.3832578272056,49.2974815483145,49.1974397294748,49.0815201964758,48.9506047476942,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Central Europe and the Baltics,CEB,38.6083971843527,38.5206720790386,38.0222177520681,37.981976602936,37.9360655147687,37.9182230261132,37.9031862633206,37.8863548572262,37.8593167508752,37.8155209053666,37.7527047499208,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Early-demographic dividend,EAR,65.0194712327091,61.6063137450183,58.3102303504706,57.9197885048056,57.5414502735355,57.1630454466913,56.7809899032764,56.3938818778266,55.994531101012,55.5924584358174,55.1867187985862,..
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific,EAS,66.0380237716107,58.5737745051203,49.0804704469241,48.0521970841766,47.1200769617788,46.2221284835501,45.3317760139923,44.4426489439137,43.5567807581117,42.6748260293565,41.8014484410853,..
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,71.8934578577697,63.4312026624793,53.4829463576044,52.3762712092781,51.3343013101515,50.3200638782868,49.312767663912,48.3085958277644,47.3094556716543,46.3142406431906,45.3280045590455,..
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,72.2824750922462,63.7246334550179,53.6574231568556,52.5386577590097,51.4854486599625,50.4603708696246,49.4423472796408,48.4275179757508,47.4178103091648,46.4122853774439,45.4160518163942,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Euro area,EMU,28.7774572333924,27.0578335674302,24.9491091843576,24.7183017020089,24.4903501034585,24.2749110292993,24.0693623305371,23.8718620168773,23.6602979635905,23.4456891027617,23.2286335631517,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,32.4073832603322,31.2846064777817,29.455496400842,29.2618312980981,29.083742832143,28.9089545186476,28.7366564903106,28.5648828818266,28.3859086335715,28.2018888598539,28.0139256493026,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,36.971608148733,36.1480014570006,34.5583542001976,34.3795495423849,34.2175331875506,34.0639939763266,33.9101165437334,33.7526704762792,33.5904483553256,33.422134444823,33.2487220638031,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,37.2631563391448,36.4428456303871,35.050763114696,34.8937591034863,34.7498786780086,34.6171015396763,34.4830563380565,34.3452973120342,34.2022541788674,34.0515437752683,33.8937236259501,..
Rural population (% of total population),SP.RUR.TOTL.ZS,European Union,EUU,29.5779875290171,28.2287601986253,26.2180036250385,25.9955136828924,25.7769540939179,25.5726575213775,25.3756189970311,25.1826841211596,24.9773884304567,24.7666870950502,24.5519393942653,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Fragile and conflict affected situations,FCS,67.3786350930799,64.3434625969914,61.6814953609355,61.3208464894908,61.0177817976224,60.7373545577651,60.4464416727899,60.1440849901438,59.764021931012,59.3783151950112,58.9850797063217,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,74.5980180831662,71.3157164533287,68.0484317521502,67.6067482334748,67.1597911546198,66.7288858299566,66.2961520168297,65.8568501116942,65.409222504138,64.9536512256916,64.4901008892224,..
Rural population (% of total population),SP.RUR.TOTL.ZS,High income,HIC,25.3377688005837,22.911853994463,19.982318054234,19.7134556311474,19.5051284246899,19.331198036288,19.1623325215412,18.9949694475042,18.8226742176411,18.6491033537265,18.4728945112094,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IBRD only,IBD,61.5683963044232,56.4074869345417,50.5721760987645,49.9151569038007,49.2828543754888,48.6586597641212,48.035048937093,47.4113881606508,46.790403921108,46.1711759796975,45.5546340353086,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA & IBRD total,IBT,64.0495977356929,59.5262426708868,54.4527423071364,53.8770900828122,53.3282698423042,52.7904214713073,52.2536572410484,51.7163830626662,51.1751503950006,50.6345631111694,50.0955614425454,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA blend,IDB,69.3823916316722,65.8597638020975,61.694048910788,61.1973799057838,60.7232070757782,60.2778844144625,59.8315977202571,59.3823570246562,58.9300505189374,58.4761196741616,58.0206811044778,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA only,IDX,76.7965753789855,73.5450002275557,69.8388950549451,69.3705176633844,68.9362176446992,68.5159382813517,68.0932803273362,67.6605614731697,67.1839283265984,66.6971040707773,66.2008165305331,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA total,IDA,74.3004452039343,70.9869369063841,67.1517403956565,66.6718180546904,66.2217452775934,65.7915825678239,65.3592864406005,64.9193353822073,64.4493795804608,63.9725629153803,63.489432262195,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Late-demographic dividend,LTE,61.2179872213894,54.3936797844569,45.6827694885737,44.6952907599322,43.7632719924371,42.8561814853589,41.9568866891966,41.0621363145431,40.173145216511,39.2903804650533,38.4173383576953,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean,LCN,29.3186296480632,24.5130866285154,21.7196228683263,21.4401803679713,21.1639088806024,20.8930671457841,20.6276187031734,20.3652072815457,20.1057479878351,19.8495039936997,19.5959019027303,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,31.2964986265388,26.0723622020106,23.0084423032401,22.7019429623114,22.3977162059888,22.0991850103737,21.8071871676345,21.5187792447397,21.2340673709934,20.9534466889683,20.6763472775948,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,29.5594805715841,24.6377375982601,21.7687751420728,21.4816898554645,21.1975009652867,20.9191558227453,20.6458232827605,20.3752234881334,20.1079028049999,19.8440410764611,19.5833585860086,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Least developed countries: UN classification,LDC,78.4980183209706,74.9830173479654,71.0472460958538,70.5447355108212,70.035724822557,69.5376521183212,69.0371979955715,68.530694820341,68.0178710451636,67.4985920195412,66.9731699379226,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Low & middle income,LMY,64.6734554686679,60.0674743647865,54.9120047129175,54.3267780918221,53.7688066782003,53.2219823345995,52.6763744625253,52.1303866778211,51.5805228348292,51.0315610691466,50.4844361931422,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Low income,LIC,76.2412959003028,73.3632175177151,70.4827572624017,70.0952894773192,69.7609021948068,69.4480417963139,69.1309262644894,68.7980512504305,68.3997258089961,67.9858520223878,67.5573147822226,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Lower middle income,LMC,70.2664509102801,67.1313729340012,63.6044230421637,63.1789296015307,62.7533691720078,62.32545100456,61.8912283570179,61.4512996225624,61.0035243168,60.5501359981358,60.0896633723837,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Middle East & North Africa,MEA,45.1642124166561,41.5399092485411,37.8908859304535,37.4722421283198,37.1274999927151,36.7926307091809,36.4642829911152,36.1454084303986,35.7789071508549,35.4328364902529,35.1007096922526,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,48.3402102470419,44.6974195853582,41.4104004638183,41.0429675925188,40.7499752907714,40.4592493356344,40.1652066241182,39.8742992674876,39.5217903794163,39.1867016571981,38.8605586560713,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,48.4807402357091,44.8725851376234,41.5846481793823,41.2174802328194,40.9258290709499,40.6365568927837,40.3439948876277,40.0547048012853,39.7031673919618,39.3693561280609,39.0447768980913,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Middle income,MIC,63.6270232774925,58.7036388878755,53.0777531463773,52.4411140761528,51.8284599451312,51.2252964194698,50.6233574281001,50.0217348511323,49.4225172244464,48.8249730712718,48.2300694637928,..
Rural population (% of total population),SP.RUR.TOTL.ZS,North America,NAC,24.5663171889899,20.8974751184739,19.3752477829605,19.2080148566307,19.0373599078963,18.8756992110616,18.7096437241524,18.5401794323882,18.3670100893464,18.1913601274079,18.0104570481146,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Rural population (% of total population),SP.RUR.TOTL.ZS,OECD members,OED,26.7860575005495,24.2796324721512,21.2330106453001,20.9531071968191,20.7359387626064,20.5486289991042,20.3641576776314,20.1804658089652,19.9919028622873,19.8010993754337,19.6069371932914,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Other small states,OSS,54.5102958315997,50.0682840844033,43.7547925967559,42.9515072221463,42.2290941448689,41.6079955518416,41.0635613608728,40.543418763399,40.0371817982568,39.5462558615577,39.074553899946,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Pacific island small states,PSS,68.5020312280159,65.4407410427366,63.4835230898232,63.170933483914,62.873446646837,62.5771433114457,62.2782803114722,61.9659734697943,61.6616552498882,61.3567890241222,61.0514317179979,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Post-demographic dividend,PST,25.9395849386997,23.5303133607338,20.4257648540957,20.148788651887,19.9373030817108,19.7641611735894,19.5970319373262,19.4298819946904,19.2576031403863,19.083895796444,18.9069276161295,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Pre-demographic dividend,PRE,71.6571869114093,67.9552635973453,63.697663695892,63.1634762326957,62.6208320684566,62.0910930992569,61.5588812765206,61.0236762360843,60.4857159090863,59.945664705903,59.4023234641822,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Small states,SST,54.6609615006535,51.0319359824645,46.1537913593318,45.5119958738478,44.9255535995393,44.4050406698334,43.9386215409492,43.4861100312506,43.0404960304572,42.6029964936682,42.1770417036086,..
Rural population (% of total population),SP.RUR.TOTL.ZS,South Asia,SAS,74.9476354847802,72.6409408966332,69.5679410247309,69.2044138980182,68.8382895805728,68.4630879298317,68.0803106776234,67.6882730639397,67.2871013420139,66.8768811159515,66.4567020799591,..
Rural population (% of total population),SP.RUR.TOTL.ZS,South Asia (IDA & IBRD),TSA,74.9476354847802,72.6409408966332,69.5679410247309,69.2044138980182,68.8382895805728,68.4630879298317,68.0803106776234,67.6882730639397,67.2871013420139,66.8768811159515,66.4567020799591,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa,SSF,72.6030771415023,68.6569458288084,64.5853048425343,64.0726454491631,63.5531292561664,63.0442894338013,62.5340934566954,62.0195988107329,61.5014193261067,60.9805380291007,60.4565710068516,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,72.606045916015,68.6592554905043,64.5870995680063,64.0744263099791,63.5548039158114,63.0459245335149,62.5357053154665,62.0211842834984,61.5029892026006,60.9820786719744,60.4580811333556,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,72.6030771415023,68.6569458288085,64.5853048425343,64.0726454491631,63.5531292561664,63.0442894338013,62.5340934566954,62.0195988107329,61.5014193261067,60.9805380291007,60.4565710068516,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Upper middle income,UMC,57.4380162147606,50.2098145756308,41.6121960877771,40.651992376185,39.7409213647662,38.8540765684569,37.9760297588631,37.1044195196213,36.2435834172891,35.3923990975078,34.5538835265929,..
Rural population (% of total population),SP.RUR.TOTL.ZS,World,WLD,56.9546790703574,53.2981687475287,48.8380765787408,48.3402566113059,47.8835797733247,47.4346954627205,46.9866029771428,46.5367001608419,46.0820124199885,45.6269973791094,45.1734816255053,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/21/2019,,,,,,,,,,,,,,,
